,district,locality,latitude,longitude,id,zip_code,property_sub_type,property_type,price,nb_bedrooms,living_area,surface_of_the_plot,nb_facades,state_of_building,fireplace,equipped_kitchen,garden,garden_surface,terrace,terrace_surface,furnished,swimming_pool
187,Bruxelles,Ixelles,50.8173364,4.3582112,20321711,1050,Ground_Floor,APARTMENT,199000,1,66,,2,As new,0,1,0,,0,,0,0
188,Termonde,WETTEREN,51.0068205,3.884646499999999,20346698,9230,Apartment,APARTMENT,189000,1,81,,2,,0,0,0,,0,,0,0
189,Audenarde,RONSE,50.7525173,3.5926185,20364736,9600,Loft,APARTMENT,175000,1,160,,2,Good,0,0,0,,0,,0,0
190,Anvers,HOBOKEN,51.1711371,4.3573116,20337585,2660,Apartment,APARTMENT,199000,2,90,,3,As new,0,1,0,,0,,0,0
191,Liège,HERSTAL,50.6567219,5.613969399999999,20355767,4040,Apartment,APARTMENT,95000,1,65,,2,To be done up,0,0,0,,1,4,0,0
192,Charleroi,Charleroi,50.4392039,4.4325502,20354625,6040,Ground_Floor,APARTMENT,160000,2,70,,3,Good,0,1,0,,1,40,0,0
193,Hal-Vilvorde,Wemmel,50.90378159999999,4.3124177,20355158,1780,Apartment,APARTMENT,189000,1,58,,2,Good,0,1,0,,0,,0,0
194,Anvers,BORGERHOUT,51.2185644,4.4468149,20317800,2140,Apartment,APARTMENT,185000,3,98,,3,Good,0,1,0,,1,8,0,0
195,Anvers,HOBOKEN,51.186252,4.3685056,20319728,2660,Apartment,APARTMENT,185000,3,90,,3,Good,0,0,0,,1,5,0,0
196,Liège,Liège,50.6469107,5.593279799999999,20348957,4020,Apartment,APARTMENT,165000,2,90,,2,To renovate,0,0,0,,1,4,0,0
197,Turnhout,Oud-Turnhout,51.3379114,4.9695407,20323560,2360,Apartment,APARTMENT,189000,2,84,,2,Good,0,0,0,,0,,0,0
198,Courtrai,HARELBEKE,50.8451705,3.297303,20330873,8530,Apartment,APARTMENT,148500,2,85,,2,To be done up,0,0,0,,0,,0,0
199,Anvers,BERCHEM,51.184908,4.4330411,20332222,2600,Ground_Floor,APARTMENT,179000,2,84,,,To renovate,0,1,0,,0,,0,0
200,Anvers,BERCHEM,51.1838517,4.4319182,20316946,2600,Apartment,APARTMENT,149000,1,48,,,Good,0,1,0,,1,9,0,0
201,Anvers,ANTWERPEN,51.220177,4.419858000000001,20343922,2000,Flat_Studio,APARTMENT,124900,,31,,2,Good,0,0,0,,0,,0,0
202,Namur,Sambreville Arsimont,50.4222149,4.6494965,20363555,5060,Apartment,APARTMENT,125000,1,74,,3,To be done up,0,0,0,,0,,0,0
203,Gand,Gent,51.0334753,3.7417802,20361733,9000,Apartment,APARTMENT,165000,1,50,,2,Good,0,1,0,,0,,0,0
204,Gand,Gent,51.0334753,3.7417802,20361725,9000,Apartment,APARTMENT,165000,1,51,,2,Good,0,1,0,,0,,0,0
205,Liège,Liège,50.6473597,5.587691,20361959,4000,Apartment,APARTMENT,175000,2,67,,2,Good,0,1,0,,0,,0,0
206,Dinant,Ciney,50.2950312,5.0948426,20363587,5590,Apartment,APARTMENT,180000,1,60,,,Good,0,0,0,,0,,0,0
207,Turnhout,TURNHOUT,51.3152275,4.934495,20325637,2300,Apartment,APARTMENT,155000,2,80,,3,Good,0,0,0,,0,,0,0
208,Liège,Seraing,50.583555,5.502389300000001,20350062,4100,Apartment,APARTMENT,149900,2,60,,,Good,0,1,0,,0,,0,0
209,Arlon,Arlon,49.6734148,5.8101028,20350139,6700,Apartment,APARTMENT,193000,2,71,,,,0,0,0,,0,,0,0
210,Bruges,Blankenberge,51.3185838,3.1423111,20332404,8370,Flat_Studio,APARTMENT,149000,,41,,,Good,0,1,0,,1,4,0,0
211,Anvers,ANTWERPEN,51.22290959999999,4.3859154,20336988,2050,Apartment,APARTMENT,149000,1,47,,4,Good,0,1,0,,0,,0,0
212,Verviers,Waimes,50.4189613,6.1134512,20358391,4950,Ground_Floor,APARTMENT,119000,1,33,,3,Good,0,0,0,,0,,0,0
213,Bruxelles,Schaarbeek,50.8701284,4.3647958,20358799,1030,Ground_Floor,APARTMENT,160000,2,85,,2,To renovate,0,1,0,,0,,0,0
214,Liège,LIÈGE,50.6135576,5.562347,20358362,4000,Apartment,APARTMENT,169000,2,69,,3,,0,0,0,,0,,0,0
215,Saint-Nicolas,Temse,51.1275615,4.215193,20363979,9140,Apartment,APARTMENT,145000,1,54,,,Good,0,0,0,,0,,0,0
216,Dinant,Ciney,50.2935231,5.092059799999999,20363569,5590,Ground_Floor,APARTMENT,180000,1,55,,,Good,0,0,0,,0,,0,0
217,Turnhout,TURNHOUT,51.31614099999999,4.9218061,20325667,2300,Apartment,APARTMENT,190000,3,118,,3,To be done up,0,0,0,,0,,0,0
218,Liège,Herstal,50.6565619,5.6132184,20334770,4040,Flat_Studio,APARTMENT,95000,1,36,,2,Just renovated,0,0,0,,1,5,0,0
219,Hal-Vilvorde,DILBEEK,50.8451029,4.2367743,20338064,1700,Apartment,APARTMENT,199000,2,91,,,Good,0,0,0,,0,,0,0
220,Anvers,Hoboken,51.1844694,4.3663985,20338003,2660,Apartment,APARTMENT,199000,2,70,,2,Good,0,0,0,,1,7,0,0
221,Gand,Gent Ledeberg,51.0334753,3.7417802,20361776,9050,Apartment,APARTMENT,165000,1,50,,2,Good,0,1,0,,0,,0,0
222,Gand,Gent Ledeberg,51.0334753,3.7417802,20361714,9050,Apartment,APARTMENT,165000,1,51,,2,Good,0,1,0,,0,,0,0
223,Gand,Gent,51.05654209999999,3.7088623,20332952,9000,Apartment,APARTMENT,175000,1,46,,,Good,0,0,0,,0,,0,0
224,Ostende,Westende,51.1703613,2.7798655,20349557,8434,Flat_Studio,APARTMENT,88000,,25,,,To renovate,0,0,0,,0,,0,0
225,Bruges,Blankenberge,51.3165262,3.1308009,20340092,8370,Apartment,APARTMENT,129000,,25,,,As new,0,0,0,,0,,1,0
226,Liège,Liège,50.6484503,5.554056399999999,20339515,4000,Ground_Floor,APARTMENT,139900,2,85,,,Just renovated,0,1,0,,1,29,0,0
227,Bruxelles,Molenbeek-Saint-Jean,50.861673,4.336984999999999,20340726,1080,Ground_Floor,APARTMENT,199000,1,55,,2,As new,0,1,1,24,0,,0,0
228,Bruxelles,Molenbeek-saint-jean,50.8589024,4.3093748,20346774,1080,Apartment,APARTMENT,199000,2,69,,2,Good,0,0,0,,1,8,0,0
229,Furnes,Nieuwpoort,51.1379897,2.7683655,20344148,8620,Apartment,APARTMENT,199000,1,45,,,,0,1,0,,0,,0,0
230,Liège,Liège,50.6440715,5.5759425,20356408,4000,Apartment,APARTMENT,165000,1,43,,2,As new,0,0,0,,0,,0,0
231,Bruxelles,Woluwe-Saint-Lambert,50.8407263,4.4029479,20359019,1200,Flat_Studio,APARTMENT,169000,,37,,,To be done up,0,0,0,,1,7,0,0
232,Saint-Nicolas,BEVEREN,51.2130644,4.2456757,20330398,9120,Apartment,APARTMENT,199000,1,51,,2,Good,0,1,0,,1,7,0,0
233,Ath,FRASNES-LEZ-BUISSENAL,50.6674689,3.6183347,20363665,7911,Apartment,APARTMENT,150000,1,60,,,Good,0,1,0,,0,,0,0
234,Charleroi,Charleroi Jumet,50.4479948,4.4139953,20363809,6040,Apartment,APARTMENT,180000,1,82,,3,As new,0,1,0,,0,,0,0
235,Anvers,BORGERHOUT,51.215401,4.4352978,20318706,2140,Apartment,APARTMENT,175000,2,99,,2,To be done up,0,0,0,,0,,0,0
236,Anvers,SCHOTEN,51.2440957,4.463022,20319170,2900,Apartment,APARTMENT,179900,2,89,,2,To be done up,0,0,0,,1,3,0,0
237,Alost,GERAARDSBERGEN,50.7688923,3.8828322,20318225,9500,Apartment,APARTMENT,195000,2,130,,2,Good,0,1,0,,0,,0,0
238,Charleroi,CHARLEROI,50.4150157,4.4552458,20334935,6000,Apartment,APARTMENT,129900,2,85,,,Good,0,0,0,,0,,0,0
239,Bruxelles,Schaerbeek,50.8770818,4.383775099999999,20354305,1030,Apartment,APARTMENT,200000,1,84,,2,To renovate,0,0,0,,0,,0,0
240,Bruxelles,SINT-JANS-MOLENBEEK,50.851853,4.3018947,20308496,1080,Apartment,APARTMENT,165000,1,55,,2,Good,0,0,0,,1,11,0,0
241,Turnhout,ARENDONK,51.32064,5.092334,20323587,2370,Service_Flat,APARTMENT,135000,1,57,,,Good,0,1,0,,0,,0,0
242,Turnhout,Arendonk,51.32064,5.092334,20323547,2370,Service_Flat,APARTMENT,139000,1,60,,3,As new,0,1,0,,0,,0,0
243,Anvers,MERKSEM,51.2409755,4.4352353,20323535,2170,Apartment,APARTMENT,189000,2,70,,2,Just renovated,0,1,0,,1,3,0,0
244,Hal-Vilvorde,Ruisbroek (1601),50.7825206,4.2939899,20320379,1601,Apartment,APARTMENT,195000,2,74,,,Good,0,0,0,,0,,0,0
245,Anvers,BERCHEM,51.1847795,4.4428653,20317296,2600,Flat_Studio,APARTMENT,159000,,41,,,Good,0,1,0,,1,9,0,0
246,Ostende,Oostende,51.2333911,2.9211918,20338683,8400,Apartment,APARTMENT,169000,1,70,,,Good,0,0,0,,0,,0,0
247,Roulers,ROESELARE,50.9560434,3.1200028,20359972,8800,Apartment,APARTMENT,179000,2,113,,2,Good,0,1,0,,0,,0,0
248,Bruxelles,ANDERLECHT,50.8478801,4.3146214,20163998,1070,Apartment,APARTMENT,184900,2,65,,2,To renovate,0,0,0,,0,,0,0
249,Bruxelles,Etterbeek,50.8303977,4.3909288,20324239,1040,Apartment,APARTMENT,189000,1,50,,2,To renovate,0,0,0,,0,,0,0
250,Anvers,BOOM,51.1048581,4.369644699999999,20316916,2850,Apartment,APARTMENT,199000,2,88,,,To be done up,0,0,0,,1,2,0,0
251,Turnhout,TURNHOUT,51.3155674,4.9476901,20325668,2300,Apartment,APARTMENT,175000,2,95,,2,Good,0,0,0,,0,,0,0
252,Turnhout,TURNHOUT,51.3223762,4.9415021,20325635,2300,Apartment,APARTMENT,175000,3,110,,2,Good,0,0,0,,0,,0,0
253,Turnhout,TURNHOUT,51.3152275,4.934495,20325669,2300,Apartment,APARTMENT,189000,2,99,,3,Good,0,0,0,,0,,0,0
254,Ostende,Oostende,51.2151054,2.8776638,20334253,8400,Apartment,APARTMENT,179000,1,47,,,Just renovated,0,1,0,,0,,1,0
255,Bruxelles,Molenbeek-Saint-Jean,50.8660247,4.334980799999999,20355848,1080,Apartment,APARTMENT,139600,1,60,,2,Good,0,1,0,,1,11,0,0
256,Liège,Liège,50.6350588,5.5808703,20354818,4020,Apartment,APARTMENT,165000,3,81,,2,To be done up,0,0,0,,0,,0,0
257,Anvers,Deurne,51.2248599,4.4570517,20318507,2100,Apartment,APARTMENT,179000,2,94,,2,As new,0,0,0,,0,,0,0
258,Anvers,MORTSEL,51.1691138,4.4473845,20318138,2640,Apartment,APARTMENT,199000,2,79,,2,Good,0,1,0,,0,,0,0
259,Anvers,Antwerpen,51.2302183,4.4795267,20173865,2100,Apartment,APARTMENT,184000,2,,,2,Good,0,1,1,20,0,,0,0
260,Liège,Liège,50.647957,5.5872945,20331343,4000,Apartment,APARTMENT,125000,1,67,,3,To renovate,0,0,0,,0,,0,0
261,Malines,LIER,51.128744,4.5789623,20335379,2500,Apartment,APARTMENT,199000,1,55,,2,Good,0,1,0,,1,8,0,0
262,Ostende,Middelkerke,51.184615,2.8115905,20353811,8430,Apartment,APARTMENT,165000,1,41,,3,As new,0,1,0,,1,3,1,0
263,Furnes,Sint-Idesbald,51.1113404,2.610618300000001,20357454,8670,Flat_Studio,APARTMENT,142000,,36,,,Good,0,1,0,,0,,1,0
264,Turnhout,ARENDONK,51.32064,5.092334,20323541,2370,Service_Flat,APARTMENT,128000,1,59,,2,As new,0,1,0,,0,,0,0
265,Ostende,Oostende,51.231155,2.9169039,20330279,8400,Apartment,APARTMENT,175000,2,78,,,To be done up,0,0,0,,0,,0,0
266,Anvers,Antwerpen,51.22761879999999,4.418698399999999,20346081,2060,Apartment,APARTMENT,189900,1,104,,,Good,0,1,0,,1,7,0,0
267,Bruxelles,Molenbeek-saint-jean,50.8589703,4.308879,20343639,1080,Apartment,APARTMENT,199000,1,79,,2,To be done up,0,0,1,48,0,,0,0
268,Bruxelles,Molenbeek-Saint-Jean,50.8560598,4.311887,20365156,1080,Apartment,APARTMENT,195000,1,70,,,As new,0,0,0,,0,,0,0
269,Liège,Liège,50.6441782,5.5879333,20356487,4020,Flat_Studio,APARTMENT,118000,,45,,2,,0,0,0,,0,,1,0
270,Bruxelles,MOLENBEEK-SAINT-JEAN,50.8506635,4.312999899999999,20237092,1080,Apartment,APARTMENT,170000,1,70,,2,Good,0,1,0,,1,5,0,0
271,Nivelles,Jauche,50.6814527,4.9565465,20314871,1350,Apartment,APARTMENT,179000,2,97,,2,To be done up,0,1,1,5,1,15,0,0
272,Gand,Evergem,51.11721,3.723444,20330404,9940,Apartment,APARTMENT,199000,2,71,,1,Good,0,1,0,,1,14,0,0
273,Hal-Vilvorde,HALLE,50.739552,4.2393198,20346455,1500,Apartment,APARTMENT,165000,1,54,,2,To be done up,0,0,0,,0,,0,0
274,Gand,Gavere,50.9302673,3.661167,20272902,9890,Apartment,APARTMENT,178000,2,55,,2,Good,0,0,0,,1,25,0,0
275,Turnhout,Turnhout,51.3331585,4.957681,20325627,2300,Apartment,APARTMENT,185000,2,81,,,Good,0,0,0,,0,,0,0
276,Anvers,ANTWERPEN,51.2203616,4.4233121,20325940,2060,Apartment,APARTMENT,199000,1,62,,2,Just renovated,0,1,0,,0,,0,0
277,Ostende,Oostende,51.2163954,2.8895798,20353162,8400,Apartment,APARTMENT,179000,2,84,,,Good,0,0,0,,0,,0,0
278,Neufchâteau,Libramont-Chevigny,49.9198079,5.3737822,20353418,6800,Apartment,APARTMENT,199000,2,90,,,,0,0,0,,0,,0,0
279,Anvers,KAPELLEN,51.3099631,4.428595,20319179,2940,Ground_Floor,APARTMENT,89000,1,28,,,To be done up,0,1,0,,1,3,0,0
280,Charleroi,Gilly,50.420863,4.4806686,20307966,6060,Apartment,APARTMENT,135000,2,75,,4,To be done up,0,1,0,,1,4,0,0
281,Turnhout,GEEL,51.1601677,4.9990976,20320017,2440,Apartment,APARTMENT,176000,2,95,,2,Good,0,0,0,,0,,0,0
282,Turnhout,GEEL,51.158354,4.982356999999999,20319999,2440,Apartment,APARTMENT,199000,1,55,,3,Just renovated,0,1,0,,1,22,0,0
283,Bruxelles,Uccle,50.7938869,4.3327836,20317231,1180,Flat_Studio,APARTMENT,179000,1,37,,4,Good,0,1,1,18,0,,0,0
284,Bruxelles,Bruxelles,50.842971,4.3690557,20308983,1040,Apartment,APARTMENT,175000,1,40,,2,To be done up,0,1,0,,0,,0,0
285,Anvers,WILRIJK,51.1841596,4.3780461,20333050,2610,Apartment,APARTMENT,165000,2,93,,,Good,0,0,0,,0,,0,0
286,Anvers,Antwerpen,51.1831149,4.3928787,20343420,2020,Apartment,APARTMENT,185000,2,102,,2,To be done up,0,0,0,,0,,0,0
287,Bruxelles,Ganshoren,50.8752408,4.3025227,20367407,1083,Apartment,APARTMENT,179000,2,85,,2,,0,0,0,,1,8,0,0
288,Bruxelles,Molenbeek-Saint-Jean,50.84981819999999,4.300216499999999,20366299,1080,Apartment,APARTMENT,195000,1,66,,2,Good,0,1,0,,1,2,0,0
289,Bruxelles,IXELLES,,,20366199,1050,Apartment,APARTMENT,199000,1,42,,2,Good,1,1,0,,0,,0,0
290,Ostende,Oostende,51.2123444,2.8726957,20336606,8400,Apartment,APARTMENT,199000,1,45,,,,0,0,0,,1,3,0,0
291,Dinant,Dinant,50.2639197,4.908983399999999,20297748,5500,Ground_Floor,APARTMENT,139000,1,66,,,Just renovated,0,0,0,,0,,0,0
292,Furnes,Koksijde,51.119404,2.633296,20363952,8670,Apartment,APARTMENT,198500,2,71,,,To be done up,0,1,0,,1,1,0,0
293,Bruges,Zeebrugge,51.3285077,3.1774879,20324542,8380,Flat_Studio,APARTMENT,189000,,33,,1,Good,0,1,0,,0,,0,0
294,Gand,Gent,51.04300680000001,3.7376508,20334586,9000,Flat_Studio,APARTMENT,135000,1,16,,,Good,0,0,0,,0,,1,0
295,Gand,Gent,51.0578443,3.6924333,20336249,9000,Flat_Studio,APARTMENT,149000,,25,,,Good,0,0,0,,0,,0,0
296,Gand,Gent,51.0578443,3.6924333,20336247,9000,Flat_Studio,APARTMENT,179000,,32,,,Good,0,0,0,,0,,0,0
297,Gand,Gent,51.04300680000001,3.7376508,20334552,9000,Flat_Studio,APARTMENT,200000,1,27,,,Good,0,0,0,,0,,1,0
298,Turnhout,HERENTALS,51.1780448,4.831100699999999,20318063,2200,Apartment,APARTMENT,149900,1,65,,2,Good,0,0,0,,0,,0,0
299,Anvers,Merksem,51.2446174,4.4461613,20318102,2170,Apartment,APARTMENT,175000,2,88,,2,To be done up,0,0,0,,0,,0,0
300,Anvers,BORGERHOUT,51.2165239,4.430485,20318800,2140,Apartment,APARTMENT,189000,3,103,,2,To renovate,0,0,0,,0,,0,0
301,Neufchâteau,Bertrix,49.8557478,5.255428999999999,20334439,6880,Apartment,APARTMENT,109000,1,96,,3,Just renovated,0,1,0,,1,12,0,0
302,Malines,Onze-Lieve-Vrouw-Waver,51.0597044,4.5764413,20349704,2861,Apartment,APARTMENT,189000,1,65,,,,0,1,0,,0,,0,0
303,Nivelles,WAVRE,50.7159774,4.6111678,20281148,1300,Apartment,APARTMENT,130000,1,55,,2,Good,0,1,0,,0,,0,0
304,Anvers,ANTWERPEN,51.2117636,4.458564,20261211,2100,Apartment,APARTMENT,174900,2,70,,2,To be done up,0,1,0,,1,3,0,0
305,Anvers,HOBOKEN,51.186165,4.3699661,20180608,2660,Apartment,APARTMENT,175000,3,90,,,Good,0,1,0,,1,5,0,0
306,Verviers,Verviers,50.58971589999999,5.845742,20097981,4800,Loft,APARTMENT,185000,2,87,,2,Good,0,0,0,,1,53,0,0
307,Anvers,ANTWERPEN,51.1831149,4.3928787,20214720,2020,Apartment,APARTMENT,199000,2,104,,2,As new,0,1,0,,1,2,0,0
308,Anvers,Deurne,51.229653,4.4638517,20252300,2100,Apartment,APARTMENT,199000,3,105,,4,Good,0,0,0,,1,6,0,0
309,Bruges,Blankenberge,51.3128332,3.1316577,20340621,8370,Flat_Studio,APARTMENT,169000,,42,,,Good,0,0,0,,0,,1,0
310,Audenarde,RONSE,50.7441615,3.6014024,20324033,9600,Apartment,APARTMENT,185000,1,60,,,Just renovated,0,1,0,,0,,0,0
311,Audenarde,RONSE,50.7441615,3.6014024,20324038,9600,Apartment,APARTMENT,190000,1,60,,,Just renovated,0,1,0,,0,,0,0
312,Audenarde,RONSE,50.7441615,3.6014024,20324034,9600,Apartment,APARTMENT,195000,1,60,,,Just renovated,0,1,0,,0,,0,0
313,Audenarde,RONSE,50.7441615,3.6014024,20324036,9600,Apartment,APARTMENT,199500,2,71,,,Just renovated,0,1,0,,0,,0,0
314,Saint-Nicolas,Sint-Niklaas,51.16279369999999,4.1429572,20327620,9100,Apartment,APARTMENT,161000,1,60,,,Just renovated,0,1,0,,0,,0,0
315,Bruxelles,Etterbeek,50.8380368,4.3921281,20346501,1040,Flat_Studio,APARTMENT,199000,,33,,,Good,0,0,0,,1,3,0,0
316,Malines,Mechelen,51.0242532,4.474075,20365660,2800,Apartment,APARTMENT,175000,2,83,,2,,0,0,0,,1,4,0,0
317,Malines,Mechelen,51.0242532,4.474075,20365662,2800,Apartment,APARTMENT,175000,2,83,,2,,0,0,0,,1,4,0,0
318,Malines,Mechelen,51.0242532,4.474075,20365658,2800,Apartment,APARTMENT,175000,2,83,,2,,0,0,0,,1,4,0,0
319,Ostende,Oostende,51.2112676,2.9058409,20358944,8400,Apartment,APARTMENT,168000,3,100,,2,Good,0,1,0,,1,1,0,0
320,Hal-Vilvorde,LENNIK,50.8071354,4.154398,20358702,1750,Apartment,APARTMENT,169000,2,104,,2,To be done up,0,0,0,,0,,0,0
321,Ostende,Oostende,51.2266536,2.9103677,20358962,8400,Apartment,APARTMENT,198000,2,75,,2,Good,0,1,0,,0,,0,0
322,Dinant,Dinant,50.2617571,4.9113019,20297679,5500,Apartment,APARTMENT,199000,4,170,,,Good,0,0,0,,0,,1,0
323,Hal-Vilvorde,HALLE,50.739552,4.2393198,20346456,1500,Apartment,APARTMENT,149000,1,54,,2,To be done up,0,0,0,,0,,0,0
324,Courtrai,Waregem,50.883227,3.438625,20323877,8790,Apartment,APARTMENT,179000,2,67,,2,Good,0,0,0,,0,,0,0
325,Charleroi,Seneffe Arquennes,50.5674004,4.2746097,20356295,7181,Apartment,APARTMENT,150000,1,50,,,,0,0,0,,0,,0,0
326,Saint-Nicolas,Temse,51.1275615,4.215193,20353605,9140,Apartment,APARTMENT,179900,2,96,,,Good,0,0,0,,0,,0,0
327,Anvers,MERKSEM,51.2445062,4.4440364,20318526,2170,Apartment,APARTMENT,130000,1,62,,2,To be done up,0,0,0,,0,,0,0
328,Anvers,Wilrijk,51.1772514,4.3825077,20318764,2610,Apartment,APARTMENT,165000,1,50,,4,Good,0,0,0,,0,,0,0
329,Ostende,Westende,51.1661234,2.7686905,20319527,8434,Apartment,APARTMENT,169000,1,65,,2,Good,0,0,0,,0,,0,0
330,Turnhout,HERENTALS,51.1802862,4.827876499999999,20318678,2200,Apartment,APARTMENT,179000,2,57,,3,Good,0,0,0,,0,,0,0
331,Anvers,DEURNE,51.2241577,4.4786876,20318521,2100,Apartment,APARTMENT,195000,2,78,,2,Just renovated,0,1,0,,1,4,0,0
332,Gand,Wondelgem,51.0886899,3.698776899999999,20332470,9032,Apartment,APARTMENT,179000,1,75,,,Good,0,0,0,,0,,0,0
333,Anvers,Antwerpen,51.2209858,4.378666,20350526,2050,Apartment,APARTMENT,199000,2,85,,,As new,0,0,0,,0,,0,0
334,Charleroi,Charleroi,50.40651219999999,4.444406499999999,20309524,6000,Apartment,APARTMENT,138000,2,95,,,Good,0,1,0,,1,2,0,0
335,Bruxelles,Anderlecht,50.82820640000001,4.3075694,20083690,1070,Apartment,APARTMENT,139500,1,51,,2,To be done up,0,1,0,,1,8,0,0
336,Charleroi,Charleroi,50.4066511,4.446846799999999,20309476,6000,Apartment,APARTMENT,148000,2,85,,,As new,0,1,0,,1,4,1,0
337,Nivelles,WAVRE,50.71929160000001,4.6121519,20270990,1300,Apartment,APARTMENT,149000,1,47,,2,Good,0,1,0,,0,,0,0
338,Anvers,BORGERHOUT,51.2200806,4.4528116,20105266,2140,Flat_Studio,APARTMENT,149900,1,40,,2,To be done up,0,0,0,,1,8,0,0
339,Ostende,Oostende,51.2185394,2.8846187,20181127,8400,Flat_Studio,APARTMENT,150000,,35,,1,Just renovated,0,1,0,,0,,0,0
340,Nivelles,WAVRE,50.71929160000001,4.6121519,20270989,1300,Apartment,APARTMENT,159000,1,49,,2,Good,0,1,0,,0,,0,0
341,Liège,Liège,50.6359776,5.5773841,20016425,4020,Apartment,APARTMENT,160000,2,88,,2,Good,0,0,0,,0,,0,0
342,Anvers,DEURNE,51.2295341,4.4638607,11425594,2100,Apartment,APARTMENT,169000,2,103,,3,To be done up,0,0,0,,1,7,0,0
343,Liège,Liège,50.6391382,5.5692812,20228934,4000,Apartment,APARTMENT,169000,2,87,,2,Good,0,0,0,,1,3,0,0
344,Turnhout,TURNHOUT,51.3190952,4.963136,20049024,2300,Apartment,APARTMENT,175000,2,90,,3,Good,0,0,0,,1,2,0,0
345,Anvers,BERCHEM,51.2035515,4.4424107,20189302,2600,Apartment,APARTMENT,175000,2,90,,2,To be done up,0,0,0,,1,12,0,0
346,Turnhout,OUD-TURNHOUT,51.3169203,4.9817874,20254203,2360,Apartment,APARTMENT,179000,2,103,,2,Good,0,0,0,,0,,0,0
347,Anvers,BORGERHOUT,51.2200806,4.4528116,20105270,2140,Apartment,APARTMENT,184900,2,80,,2,Good,0,0,0,,1,17,0,0
348,Bruxelles,Saint-Josse-ten-Noode,50.8514792,4.3709977,20295953,1210,Apartment,APARTMENT,165000,2,62,,2,To renovate,0,0,0,,0,,0,0
349,Bruges,Blankenberge,51.3128332,3.1316577,20340095,8370,Flat_Studio,APARTMENT,169000,,40,,,,0,0,0,,1,6,1,0
350,Furnes,Oostduinkerke,51.1259927,2.6645325,20341255,8670,Flat_Studio,APARTMENT,189000,,52,,,,0,0,0,,0,,1,0
351,Hasselt,HASSELT,50.9345495,5.3316777,20323463,3500,Apartment,APARTMENT,175000,1,112,,3,To be done up,0,0,0,,0,,0,0
352,Turnhout,TURNHOUT,51.31963320000001,4.9212448,20323537,2300,Apartment,APARTMENT,184000,2,97,,2,Good,0,0,0,,0,,0,0
353,Anvers,BORSBEEK,51.1978626,4.4783601,20323704,2150,Apartment,APARTMENT,199000,2,81,,2,To be done up,0,0,0,,0,,0,0
354,Ostende,Oostende,51.2235835,2.9087432,20329011,8400,Flat_Studio,APARTMENT,135000,,40,,,Good,0,0,0,,0,,0,0
355,Ostende,WESTENDE,51.1612072,2.765202,20347841,8434,Apartment,APARTMENT,195000,1,59,,,Good,0,1,0,,0,,0,0
356,Saint-Nicolas,SINT-NIKLAAS,51.1546343,4.1581452,20315651,9100,Apartment,APARTMENT,125000,1,68,,,To renovate,0,0,0,,1,10,0,0
357,Charleroi,Fleurus,50.4824633,4.538361399999999,20304983,6220,Apartment,APARTMENT,149000,1,65,,2,As new,0,1,0,,0,,0,0
358,Bruxelles,Anderlecht,50.8440792,4.3289515,20366139,1070,Apartment,APARTMENT,165000,2,62,,2,Good,0,0,0,,0,,0,0
359,Ostende,Westende,51.1663902,2.77735,20311522,8434,Apartment,APARTMENT,199500,1,56,,,Good,0,0,0,,0,,1,0
360,Anvers,Hoboken,51.186165,4.3699661,20358645,2660,Apartment,APARTMENT,179000,2,,,2,To be done up,0,0,0,,0,,0,0
361,Liège,SAINT-NICOLAS,50.6370264,5.5360488,20306743,4420,Apartment,APARTMENT,99000,1,47,,3,Good,0,1,0,,0,,0,0
362,Liège,Oupeye,50.7335501,5.6669847,20324256,4684,Apartment,APARTMENT,119000,1,67,,2,Good,0,1,0,,1,15,0,0
363,Liège,Juprelle,50.7050785,5.5696994,20325718,4450,Apartment,APARTMENT,195000,3,100,,2,Good,0,1,1,133,0,,0,0
364,Liège,Liège,50.6290856,5.5521081,20306316,4000,Apartment,APARTMENT,199000,1,72,,2,Good,0,1,0,,0,,0,0
365,Bruxelles,Etterbeek,50.8322486,4.3918046,20344174,1040,Apartment,APARTMENT,185000,1,45,,3,To be done up,0,0,0,,1,1,0,0
366,Anvers,MERKSEM,51.2475968,4.4321119,20363573,2170,Apartment,APARTMENT,195000,2,80,,,,0,0,0,,0,,0,0
367,Huy,Engis,50.5825397,5.4043359,20333898,4480,Apartment,APARTMENT,99000,1,55,,2,Good,0,1,0,,0,,0,0
368,Ostende,Middelkerke,51.1875821,2.8148061,20354903,8430,Apartment,APARTMENT,179000,2,51,,,Good,0,0,0,,1,25,0,0
369,Louvain,Leuven,50.8735833,4.7193983,20353280,3010,Kot,APARTMENT,185000,,21,,4,As new,0,0,0,,0,,1,0
370,Turnhout,GEEL,51.1735342,4.978644,20320811,2440,Flat_Studio,APARTMENT,95000,,13,,4,Just renovated,0,1,0,,0,,0,0
371,Liège,Seraing,50.6011236,5.5160065,20306890,4100,Ground_Floor,APARTMENT,109000,2,117,,2,Good,0,0,1,188,1,80,0,0
372,Turnhout,LAAKDAL,51.1048884,5.0050359,20320810,2430,Service_Flat,APARTMENT,150000,1,52,,3,Good,0,1,0,,0,,0,0
373,Anvers,EDEGEM,51.1605672,4.427262499999999,20318440,2650,Ground_Floor,APARTMENT,157000,1,70,,2,To be done up,0,0,0,,0,,0,0
