,district,locality,latitude,longitude,id,zip_code,property_sub_type,property_type,price,nb_bedrooms,living_area,surface_of_the_plot,nb_facades,state_of_building,fireplace,equipped_kitchen,garden,garden_surface,terrace,terrace_surface,furnished,swimming_pool
7572,Ostende,Oostende,51.21435169999999,2.9024177,20353193,8400,Penthouse,APARTMENT,275000,1,59,,,Good,0,0,0,,0,,0,0
7573,Bruxelles,Brussel,50.8625215,4.3606779,20355990,1000,Apartment,APARTMENT,299000,3,124,,2,Good,0,1,0,,0,,0,0
7574,Anvers,Deurne,51.2327956,4.4685299,20318537,2100,Apartment,APARTMENT,210000,2,95,,2,Good,0,0,0,,1,2,0,0
7575,Hal-Vilvorde,Sint-Pieters-Leeuw,50.7936811,4.2793029,20317353,1600,Apartment,APARTMENT,215000,1,62,,,Just renovated,0,0,0,,0,,0,0
7576,Termonde,DENDERMONDE,51.0296683,4.1836778,20319743,9200,Triplex,APARTMENT,319000,4,221,,2,Good,0,1,0,,1,55,0,0
7577,Gand,Sint-Amandsberg,51.0675187,3.7545589,20342106,9040,Apartment,APARTMENT,379000,2,114,,,,0,0,0,,0,,0,0
7578,Bruxelles,Schaerbeek,,,20361506,1030,Penthouse,APARTMENT,230000,1,51,,2,As new,0,1,0,,1,22,0,0
7579,Ostende,Middelkerke,51.187903,2.8148104,20361250,8430,Apartment,APARTMENT,274000,1,49,,,,0,0,0,,0,,0,0
7580,Bruxelles,Auderghem,50.8178084,4.4114255,20361594,1160,Duplex,APARTMENT,345000,3,102,,,,0,1,0,,0,,0,0
7581,Gand,Gent,51.0412766,3.7357019,20361007,9000,Apartment,APARTMENT,359000,3,146,,,To be done up,0,1,0,,0,,0,0
7582,Anvers,Stabroek,51.3301784,4.3682564,20310934,2940,Apartment,APARTMENT,250000,2,80,,,Just renovated,0,1,0,,1,14,0,0
7583,Anvers,Stabroek,51.3301784,4.3682564,20310935,2940,Apartment,APARTMENT,255000,2,85,,,Just renovated,0,1,0,,1,14,0,0
7584,Bruxelles,Auderghem,50.8163955,4.4256166,20224627,1160,Apartment,APARTMENT,325000,1,60,,3,Just renovated,0,1,0,,1,7,0,0
7585,Bruxelles,Bruxelles,50.848085,4.3439163,20331066,1000,Apartment,APARTMENT,289000,1,67,,2,Good,0,1,0,,0,,0,0
7586,Bruxelles,Bruxelles,50.8651018,4.3422225,20330896,1000,Apartment,APARTMENT,299000,2,83,,2,As new,0,1,0,,0,,0,0
7587,Arlon,ARLON,49.6788058,5.809617500000001,20333803,6700,Duplex,APARTMENT,390000,2,115,,2,,0,0,1,102,1,35,0,0
7588,Arlon,ARLON,49.6788058,5.809617500000001,20333804,6700,Apartment,APARTMENT,390000,2,115,,2,,0,0,1,102,1,35,0,0
7589,Nivelles,NIVELLES,50.6000655,4.3265323,20218830,1400,Apartment,APARTMENT,219000,3,100,,2,To be done up,0,1,0,,1,11,0,0
7590,Hal-Vilvorde,SINT-PIETERS-LEEUW,50.8013064,4.2879498,20251548,1600,Apartment,APARTMENT,219000,1,65,,2,Good,0,1,0,,1,7,0,0
7591,Anvers,BERCHEM,51.1847354,4.4326298,20237612,2600,Apartment,APARTMENT,240000,3,90,,,Good,0,1,0,,1,17,0,0
7592,Nivelles,WAVRE,50.70640909999999,4.6076402,20048409,1300,Apartment,APARTMENT,245000,2,85,,4,To renovate,0,1,0,,1,16,0,0
7593,Nivelles,BIERGES,50.70640909999999,4.6076402,20047478,1301,Apartment,APARTMENT,245000,2,85,,4,To renovate,0,1,0,,1,16,0,0
7594,Anvers,HOBOKEN,51.1856865,4.3724742,20286450,2660,Apartment,APARTMENT,249900,2,97,,2,As new,0,0,0,,1,3,0,0
7595,Liège,LIÈGE,50.658095,5.580436,11368520,4000,Apartment,APARTMENT,268000,2,90,,2,Good,0,1,1,45,1,18,0,0
7596,Anvers,EDEGEM,51.1559701,4.4261158,20285048,2650,Apartment,APARTMENT,274900,1,70,,2,Good,0,1,1,80,0,,0,0
7597,Liège,LIÈGE,50.6355687,5.5716999,11402961,4000,Apartment,APARTMENT,275000,2,98,,2,Just renovated,0,1,0,,1,3,0,0
7598,Anvers,ANTWERPEN,51.2093491,4.4101779,20165955,2018,Apartment,APARTMENT,289000,2,80,,2,Good,0,1,0,,0,,0,0
7599,Anvers,BERCHEM,51.1837954,4.4318016,20227281,2600,Apartment,APARTMENT,289000,2,86,,,Just renovated,0,1,0,,1,11,0,0
7600,Anvers,DEURNE,51.2038653,4.4609274,20245601,2100,Apartment,APARTMENT,295000,3,126,,,Good,0,1,1,200,0,,0,0
7601,Anvers,HOBOKEN,51.18334,4.3618333,20071269,2660,Apartment,APARTMENT,296000,2,100,,2,As new,0,0,0,,1,9,0,0
7602,Bruxelles,Ixelles,50.8373354,4.3680222,20321146,1050,Apartment,APARTMENT,298000,1,70,,3,As new,0,1,0,,0,,0,0
7603,Hal-Vilvorde,HALLE,50.7313183,4.245235099999999,20284458,1500,Apartment,APARTMENT,299000,2,99,,2,Good,0,1,0,,0,,0,0
7604,Anvers,BERCHEM,51.1817872,4.4311738,20288094,2600,Apartment,APARTMENT,299000,2,113,,,Good,0,1,0,,1,12,0,0
7605,Liège,LIÈGE,50.6355687,5.5716999,20281076,4000,Apartment,APARTMENT,329000,3,162,,2,Good,0,1,0,,1,9,0,0
7606,Bruxelles,Woluwe-Saint-Pierre,50.8359238,4.4277641,20279794,1150,Apartment,APARTMENT,398000,2,90,,2,Good,1,1,0,,1,4,0,0
7607,Bruxelles,Bruxelles,50.85153690000001,4.3646677,20295046,1000,Apartment,APARTMENT,285000,1,79,,2,Good,0,1,0,,0,,0,0
7608,Bruxelles,Bruxelles,50.85153690000001,4.3646677,20295044,1000,Apartment,APARTMENT,285000,1,79,,2,As new,0,1,0,,0,,0,0
7609,Hal-Vilvorde,ZAVENTEM,50.88249769999999,4.4778097,20343350,1930,Apartment,APARTMENT,340000,2,99,,,As new,0,1,0,,1,9,0,0
7610,Bruxelles,Anderlecht,50.829767,4.3152525,20340113,1070,Apartment,APARTMENT,325000,2,94,,2,As new,0,1,0,,1,15,0,0
7611,Anvers,Antwerpen (2050),51.2287925,4.386968899999999,20358537,2050,Apartment,APARTMENT,245000,2,94,,,,0,0,0,,0,,0,0
7612,Bruges,Knokke-Heist,51.3388821,3.2327874,20360839,8301,Apartment,APARTMENT,335000,2,71,,2,Good,0,1,0,,1,19,0,0
7613,Ostende,Oostende,51.2194604,2.8893078,20303165,8400,Apartment,APARTMENT,320000,2,88,,,To be done up,0,0,0,,1,4,0,0
7614,Turnhout,TURNHOUT,51.3208351,4.9264972,20308950,2300,Apartment,APARTMENT,355000,6,300,,3,To renovate,0,0,0,,0,,0,0
7615,Dinant,Spontin,50.3220852,5.0079535,20317831,5530,Ground_Floor,APARTMENT,215000,2,100,,,Good,1,0,0,,1,18,0,0
7616,Anvers,MORTSEL,51.1774681,4.4348911,20324301,2640,Apartment,APARTMENT,225000,1,68,,2,Good,0,1,1,145,0,,0,0
7617,Gand,Deinze,50.9852375,3.5302721,20318921,9800,Apartment,APARTMENT,225000,2,99,,,To renovate,0,0,0,,0,,0,0
7618,Anvers,MORTSEL,51.1774681,4.4348911,20324300,2640,Apartment,APARTMENT,260000,2,130,,2,Good,0,1,0,,0,,0,0
7619,Alost,Aalst (9300),50.9196564,4.063788,20318953,9300,Apartment,APARTMENT,269000,2,91,,,Good,0,1,0,,1,5,0,0
7620,Alost,Erembodegem,50.9196564,4.063788,20318983,9320,Apartment,APARTMENT,269000,2,91,,,Good,0,1,0,,1,5,0,0
7621,Louvain,BOORTMEERBEEK,50.9808737,4.5728557,20322017,3190,Apartment,APARTMENT,285000,3,107,,2,Good,0,0,0,,0,,0,0
7622,Anvers,EDEGEM,51.1474976,4.4536748,20324296,2650,Apartment,APARTMENT,334000,2,105,,2,Just renovated,0,1,0,,1,6,0,0
7623,Saint-Nicolas,Stekene,51.2074378,4.040174599999999,20319630,9190,Apartment,APARTMENT,360000,2,94,,,Good,0,1,0,,0,,1,0
7624,Malines,Willebroek,51.0595848,4.348476499999999,20322226,2830,Apartment,APARTMENT,385000,4,190,,3,Good,0,1,0,,1,120,0,0
7625,Bruxelles,Evere,50.8635626,4.4180458,20357461,1140,Apartment,APARTMENT,290000,2,89,,,Good,1,1,0,,1,10,0,0
7626,Bruges,Brugge,51.208431,3.2258304,20332686,8000,Apartment,APARTMENT,299000,2,95,,2,Good,0,1,0,,0,,0,0
7627,Liège,Liège,50.6374073,5.5779422,20348397,4020,Apartment,APARTMENT,205000,2,86,,,As new,0,1,0,,1,5,0,0
7628,Bruxelles,Evere,50.8647749,4.4082628,20344817,1140,Apartment,APARTMENT,289000,2,84,,2,To be done up,0,0,0,,1,11,0,0
7629,Bruxelles,Woluwe-Saint-Pierre,50.831736,4.4202539,20345931,1150,Apartment,APARTMENT,330000,2,73,,,Good,0,1,0,,1,12,0,0
7630,Anvers,WILRIJK,51.1672992,4.3879484,20348483,2610,Duplex,APARTMENT,334900,2,114,,2,As new,0,0,0,,1,21,0,0
7631,Ostende,Oostende,51.2231167,2.908982,20346713,8400,Apartment,APARTMENT,350000,2,82,,,,0,0,0,,0,,0,0
7632,Hal-Vilvorde,Overijse,50.7871686,4.4977705,20345864,3090,Loft,APARTMENT,399000,1,115,,3,As new,0,1,0,,1,60,0,0
7633,Alost,Ninove,50.8402191,4.0324143,20367202,9400,Apartment,APARTMENT,270000,2,104,,2,Good,0,1,0,,0,,0,0
7634,Hal-Vilvorde,SINT-GENESIUS-RODE,,,20322077,1640,Apartment,APARTMENT,285000,2,79,,4,To renovate,1,0,0,,0,,0,0
7635,Bruxelles,Forest,50.8163291,4.3357117,20338210,1190,Ground_Floor,APARTMENT,240000,1,76,,2,To renovate,0,0,1,60,0,,0,0
7636,Bruxelles,Uccle,50.8011125,4.322703,20337194,1180,Apartment,APARTMENT,365000,2,106,,3,As new,0,1,0,,1,7,0,0
7637,Bruxelles,Bruxelles,50.8644122,4.351849500000001,20341314,1000,Apartment,APARTMENT,385000,2,94,,,Good,0,1,0,,1,20,0,0
7638,Bruxelles,Auderghem,50.8203097,4.4036578,20341069,1160,Apartment,APARTMENT,395000,2,90,,,Good,0,1,0,,0,,0,0
7639,Dixmude,Diksmuide,51.0369578,2.8670123,20357344,8600,Apartment,APARTMENT,219000,2,70,,,Good,0,0,0,,0,,0,0
7640,Hal-Vilvorde,Vilvoorde,50.9388042,4.43541,20360497,1800,Apartment,APARTMENT,279000,2,75,,2,,0,1,0,,1,4,0,0
7641,Hal-Vilvorde,Rhode-Saint-Genese,50.7420414,4.3426691,20357328,1640,Duplex,APARTMENT,327500,2,100,,2,,0,0,0,,1,4,0,0
7642,Ostende,Oostende,51.22678920000001,2.9119041,20356744,8400,Apartment,APARTMENT,339000,2,100,,2,Good,0,1,0,,0,,0,0
7643,Anvers,ANTWERPEN,51.2172895,4.4365396,20295694,2140,Apartment,APARTMENT,269900,2,90,,2,Good,0,1,1,33,0,,0,0
7644,Bruxelles,Anderlecht,50.8376786,4.2912233,20305388,1070,Apartment,APARTMENT,248000,2,88,,2,As new,1,0,0,,1,16,0,0
7645,Alost,Zottegem,50.8664548,3.8054967,20310099,9620,Apartment,APARTMENT,269500,1,82,,,Good,0,1,0,,1,9,0,0
7646,Alost,Zottegem,50.86640999999999,3.8057961,20310100,9620,Apartment,APARTMENT,319500,2,90,,,Good,0,1,0,,1,13,0,0
7647,Malines,WILLEBROEK,51.0554202,4.3622193,20328663,2830,Apartment,APARTMENT,279000,2,89,,,Good,0,0,0,,1,3,0,0
7648,Maaseik,KINROOI,51.14228139999999,5.7412892,20343719,3640,Apartment,APARTMENT,212000,1,84,,,,0,1,0,,1,11,0,0
7649,Bruges,Brugge,51.2044339,3.2308258,20343695,8000,Apartment,APARTMENT,234800,2,108,,2,Good,0,1,0,,1,5,0,0
7650,Maaseik,KINROOI,51.14228139999999,5.7412892,20343726,3640,Apartment,APARTMENT,267000,2,109,,,,0,1,0,,1,10,0,0
7651,Maaseik,KINROOI,51.14228139999999,5.7412892,20343715,3640,Penthouse,APARTMENT,325000,2,148,,,,0,1,0,,1,16,0,0
7652,Soignies,Thieu,50.47363,4.09152,20358750,7070,Apartment,APARTMENT,248500,2,102,,,,0,0,0,,1,4,0,0
7653,Gand,Gent,51.0504806,3.7137131,20362884,9000,Apartment,APARTMENT,250000,1,60,,2,As new,0,0,0,,0,,0,0
7654,Anvers,ANTWERPEN,51.2265673,4.4178198,20309142,2060,Apartment,APARTMENT,279500,2,92,,2,Good,0,1,0,,1,30,0,0
7655,Hasselt,Hasselt,50.9350861,5.3235268,20361612,3500,Apartment,APARTMENT,310000,3,105,,,,0,0,0,,1,20,0,0
7656,Bruxelles,BRUXELLES,,,20363228,1000,Apartment,APARTMENT,380000,2,75,,2,Good,0,1,0,,1,3,0,0
7657,Ostende,De Haan,51.26152459999999,3.0059941,20323853,8420,Apartment,APARTMENT,279000,1,54,,,Good,0,1,0,,0,,0,0
7658,Ostende,Oostende,51.22899349999999,2.9172168,20323812,8400,Apartment,APARTMENT,289000,2,100,,,Good,0,0,0,,0,,0,0
7659,Ostende,Oostende,51.230182,2.9144807,20324805,8400,Duplex,APARTMENT,399000,3,143,,,Good,0,0,0,,0,,0,0
7660,Anvers,Zwijndrecht,51.217235,4.336308799999999,20334585,2070,Apartment,APARTMENT,245000,2,82,,,,0,0,0,,1,9,0,0
7661,Bruxelles,Anderlecht,50.8253382,4.2889082,20337934,1070,Apartment,APARTMENT,290000,2,101,,2,As new,0,1,0,,0,,0,0
7662,Gand,Deinze,50.9744177,3.5337715,20355238,9800,Apartment,APARTMENT,219000,3,121,,3,Good,0,1,0,,0,,0,0
7663,Bruxelles,Molenbeek-Saint-Jean,50.861673,4.336984999999999,20350669,1080,Apartment,APARTMENT,250000,1,76,,2,As new,0,0,0,,1,9,0,0
7664,Bruxelles,Molenbeek-Saint-Jean,50.861673,4.336984999999999,20350681,1080,Apartment,APARTMENT,260000,1,91,,2,As new,0,1,0,,1,3,0,0
7665,Ostende,Bredene,51.235977,2.974094,20353411,8450,Ground_Floor,APARTMENT,285000,2,95,,,Good,0,0,0,,0,,0,0
7666,Bruxelles,Anderlecht,50.818922,4.261248,20355270,1070,Apartment,APARTMENT,300000,2,,,2,As new,0,1,0,,1,6,0,0
7667,Anvers,DEURNE,51.2032551,4.4695157,20304366,2100,Apartment,APARTMENT,209999,2,75,,2,As new,0,1,0,,0,,0,0
7668,Anvers,BERCHEM,51.1829922,4.4377713,20305050,2600,Apartment,APARTMENT,245000,2,110,,3,Good,0,1,0,,0,,0,0
7669,Tongres,Wellen,50.8422089,5.3294252,20302596,3830,Penthouse,APARTMENT,380000,2,159,,,As new,0,1,0,,1,16,0,0
7670,Anvers,ANTWERPEN,51.17816699999999,4.3806578,20318732,2610,Apartment,APARTMENT,210000,3,81,,2,To be done up,0,0,0,,0,,0,0
7671,Anvers,Hoboken,51.1783284,4.3568066,20317848,2660,Apartment,APARTMENT,219900,1,67,,2,Just renovated,0,1,0,,1,6,0,0
7672,Anvers,Deurne,51.2321041,4.458216699999999,20318576,2100,Ground_Floor,APARTMENT,229000,2,87,,3,Good,0,0,1,50,0,,0,0
7673,Anvers,ANTWERPEN,51.2215524,4.4170203,20318171,2000,Apartment,APARTMENT,249000,1,76,,2,Good,0,1,0,,0,,0,0
7674,Anvers,Rumst,51.0782045,4.4231205,20321298,2840,Apartment,APARTMENT,249500,2,115,,,Good,0,1,0,,1,37,0,0
7675,Ostende,Oostende,51.23038280000001,2.9117668,20315281,8400,Apartment,APARTMENT,255000,1,90,,,Good,0,0,0,,0,,0,0
7676,Anvers,MERKSEM,51.2426345,4.434267999999999,20318565,2170,Apartment,APARTMENT,259000,3,108,,4,Good,0,1,0,,0,,0,0
7677,Saint-Nicolas,LOKEREN,51.1171716,4.0090557,20319213,9160,Service_Flat,APARTMENT,259000,2,87,,2,Good,0,0,0,,0,,0,0
7678,Anvers,Antwerpen,51.2156047,4.411796499999999,20318170,2000,Apartment,APARTMENT,349000,2,108,,2,Good,0,1,0,,0,,0,0
7679,Bruxelles,Bruxelles,50.8401917,4.3828257,20300825,1040,Apartment,APARTMENT,350000,1,56,,,As new,0,1,0,,0,,1,0
7680,Arlon,MESSANCY,49.7647504,5.3991384,20333546,6780,Apartment,APARTMENT,220000,5,198,,2,To renovate,0,0,0,,0,,0,0
7681,Malines,Mechelen,51.0362174,4.4792051,20333332,2800,Apartment,APARTMENT,225000,3,124,,,To be done up,0,1,0,,0,,0,0
7682,Ostende,Oostende,51.2285791,2.9089665,20331239,8400,Apartment,APARTMENT,245000,2,77,,,Good,0,1,0,,0,,0,0
7683,Gand,Wondelgem,51.0886899,3.698776899999999,20332342,9032,Apartment,APARTMENT,279000,3,102,,,Good,0,0,0,,0,,0,0
7684,Ostende,Oostende,51.22820979999999,2.9213312,20333262,8400,Apartment,APARTMENT,330000,2,75,,,Just renovated,0,0,0,,0,,0,0
7685,Furnes,De Panne,51.1002974,2.5832742,20347566,8660,Apartment,APARTMENT,240000,2,,,,Good,0,0,0,,0,,1,0
7686,Arlon,Arlon (Stockem),49.6878385,5.770455999999999,20257814,6700,Apartment,APARTMENT,209000,2,65,,2,Good,0,1,1,413,0,,0,0
7687,Bruxelles,BRUSSEL,50.8569384,4.3457178,20240348,1000,Apartment,APARTMENT,210000,1,59,,2,Good,0,1,0,,1,3,1,0
7688,Malines,DUFFEL,51.0902053,4.4928248,20250291,2570,Apartment,APARTMENT,215000,1,90,,,Good,0,0,1,215,1,36,0,0
7689,Mons,Mons,50.4552129,3.9605238,20204543,7000,Apartment,APARTMENT,220000,3,124,,,Good,0,0,0,,0,,0,0
7690,Anvers,BORGERHOUT,51.2118636,4.450355399999999,20275567,2140,Apartment,APARTMENT,225000,2,82,,,Good,0,1,0,,1,6,0,0
7691,Malines,WILLEBROEK,51.0608173,4.3632788,20193964,2830,Apartment,APARTMENT,225000,2,75,,2,To be done up,0,0,0,,0,,0,0
7692,Nivelles,WAVRE,50.71929160000001,4.6121519,20270987,1300,Apartment,APARTMENT,229000,3,131,,2,Good,0,1,0,,0,,0,0
7693,Nivelles,WAVRE,50.71929160000001,4.6121519,20270988,1300,Ground_Floor,APARTMENT,229000,3,126,,2,Good,0,1,0,,0,,0,0
7694,Bruxelles,Berchem-Sainte-Agathe,50.8661292,4.3066255,10419257,1082,Apartment,APARTMENT,239000,2,88,,3,As new,0,1,0,,1,8,0,0
7695,Nivelles,Ottignies-Louvain-la-Neuve,50.6700044,4.6067033,20258084,1348,Flat_Studio,APARTMENT,240000,,25,,3,As new,0,0,0,,0,,1,0
7696,Anvers,BERCHEM,51.1830976,4.4372663,20149840,2600,Apartment,APARTMENT,249000,2,92,,,Good,0,0,0,,1,5,0,0
7697,Liège,Liège,50.6147551,5.6103796,20185558,4000,Apartment,APARTMENT,249000,5,203,,2,Good,0,1,0,,1,12,0,0
7698,Liège,Liège,50.6147551,5.6103796,20185559,4032,Apartment,APARTMENT,249000,5,203,,2,Good,0,1,0,,1,12,0,0
7699,Nivelles,WAVRE,50.712657,4.6116158,20291880,1300,Apartment,APARTMENT,269000,3,130,,2,Good,0,0,0,,1,54,0,0
7700,Charleroi,GERPINNES,50.3350149,4.529076,20156527,6280,Ground_Floor,APARTMENT,270000,2,108,,2,As new,0,1,0,,1,37,0,0
7701,Bruxelles,Anderlecht,50.827505,4.298816599999999,11478845,1070,Apartment,APARTMENT,279000,1,87,,3,As new,0,1,0,,1,17,0,0
7702,Bruxelles,Uccle,50.8014856,4.3340139,11467450,1180,Apartment,APARTMENT,299000,2,93,,2,To be done up,0,1,0,,1,8,0,0
7703,Anvers,BERCHEM,51.1832362,4.4399602,20201272,2600,Apartment,APARTMENT,299000,2,111,,2,Good,0,1,0,,1,17,0,0
7704,Bruxelles,Woluwe-Saint-Lambert,50.8576909,4.4414231,11179448,1200,Apartment,APARTMENT,325000,1,75,,4,As new,0,1,0,,1,6,0,0
7705,Bruxelles,Anderlecht,50.8278763,4.2991906,20218592,1070,Apartment,APARTMENT,335000,2,100,,2,As new,0,1,0,,1,21,0,0
7706,Hal-Vilvorde,ZELLIK,50.88773620000001,4.2756184,11422551,1731,Apartment,APARTMENT,365000,3,127,,2,As new,0,1,0,,1,30,0,0
7707,Bruxelles,Brussel,50.8552344,4.3510254,11355923,1000,Apartment,APARTMENT,375000,2,93,,2,Good,0,1,0,,1,2,0,0
7708,Anvers,ANTWERPEN 2018,51.20648749999999,4.4004771,20236289,2018,Apartment,APARTMENT,375000,2,100,,,Good,0,1,0,,1,20,0,0
7709,Anvers,BERCHEM,51.18083799999999,4.4339069,20309857,2600,Apartment,APARTMENT,249000,2,100,,,To renovate,0,0,0,,1,10,0,0
7710,Bruges,Blankenberge,51.318258,3.1410363,20339666,8370,Apartment,APARTMENT,225000,1,56,,,Good,0,0,0,,0,,0,0
7711,Bruges,Blankenberge,51.3121301,3.1264495,20340094,8370,Apartment,APARTMENT,289000,2,80,,,,0,0,0,,1,5,0,0
7712,Bruxelles,Bruxelles,50.84196410000001,4.3788579,20341053,1040,Apartment,APARTMENT,350000,1,67,,2,As new,0,1,0,,1,13,0,0
7713,Gand,Gent,51.0388303,3.7355847,20339563,9000,Apartment,APARTMENT,375000,2,94,,,,0,0,0,,0,,0,0
7714,Gand,Gent,51.0388729,3.7356578,20339455,9000,Apartment,APARTMENT,385000,2,94,,,,0,0,0,,0,,0,0
7715,Anvers,Antwerpen,51.2032345,4.4363692,20360239,2600,Apartment,APARTMENT,215000,1,60,,,As new,0,0,0,,0,,0,0
7716,Ostende,Oostende,51.23300769999999,2.9144451,20304725,8400,Apartment,APARTMENT,270000,2,84,,,To renovate,0,0,0,,1,2,0,0
7717,Anvers,BORGERHOUT,51.2116829,4.4548269,20307875,2140,Apartment,APARTMENT,295000,2,95,,2,As new,0,1,0,,1,6,0,0
7718,Malines,MECHELEN,51.0368216,4.471159699999999,20322218,2800,Apartment,APARTMENT,249000,1,59,,2,Good,0,0,0,,0,,1,0
7719,Bruxelles,WOLUWE-SAINT-LAMBERT,50.8413536,4.4268618,20330824,1200,Flat_Studio,APARTMENT,205000,,37,,,Good,0,1,0,,0,,0,0
7720,Alost,HAALTERT,50.9102026,3.9886712,20331433,9450,Apartment,APARTMENT,225000,2,82,,2,As new,0,1,0,,1,63,0,0
7721,Bruxelles,Uccle,50.8105611,4.3601472,20329216,1180,Apartment,APARTMENT,320000,1,112,,4,Good,0,0,0,,1,12,0,1
7722,Mons,Mons,50.4473682,3.9548541,20343242,7000,Apartment,APARTMENT,215000,2,83,,2,Good,0,0,0,,1,5,0,0
7723,Hal-Vilvorde,ASSE,50.914894,4.192549899999999,20346059,1730,Apartment,APARTMENT,297500,2,86,,2,As new,0,1,0,,0,,0,0
7724,Nivelles,Rixensart,50.7129504,4.5294289,20343739,1330,Apartment,APARTMENT,395000,2,110,,,Good,0,1,0,,1,4,0,0
7725,Hal-Vilvorde,Sint-Pieters-Leeuw,50.8013064,4.2879498,20300040,1600,Apartment,APARTMENT,335000,2,84,,,Good,0,1,0,,1,18,0,0
7726,Ostende,Oostende,51.2280189,2.9185049,20366707,8400,Apartment,APARTMENT,214000,3,,,,,0,0,0,,0,,0,0
7727,Ath,Frasnes-lez-Buissenal,50.6671412,3.6202301,20229187,7911,Apartment,APARTMENT,225000,2,100,,,As new,0,1,0,,0,,0,0
7728,Ostende,Oostende,51.2161678,2.9071884,20312801,8400,Apartment,APARTMENT,269000,3,132,,,Good,0,1,0,,0,,0,0
7729,Hal-Vilvorde,Dilbeek,50.8414288,4.2623239,20365758,1700,Apartment,APARTMENT,297500,1,69,,3,As new,0,0,1,48,1,20,0,0
7730,Ostende,Middelkerke,51.1840992,2.8087441,20313532,8430,Apartment,APARTMENT,320000,2,74,,,Good,0,0,0,,0,,1,0
7731,Malines,Mechelen,51.0120625,4.483090199999999,20365652,2800,Apartment,APARTMENT,349000,2,95,,2,,0,0,0,,0,,0,0
7732,Gand,Ledeberg,51.0369763,3.7393722,20312839,9050,Apartment,APARTMENT,399000,2,142,,,Good,0,0,0,,1,60,0,0
7733,Gand,DESTELBERGEN,51.0288214,3.8048649,20335227,9070,Apartment,APARTMENT,285000,2,78,,,Just renovated,0,1,0,,0,,0,0
7734,Bruxelles,Laeken,,,20357870,1020,Ground_Floor,APARTMENT,249000,3,105,,2,To be done up,0,1,0,,1,15,0,0
7735,Bruges,Sint-Andries,51.1953298,3.1997312,20356041,8200,Apartment,APARTMENT,354000,2,100,,,Good,0,0,0,,1,7,0,0
7736,Audenarde,Ronse,50.7570073,3.6049485,20228128,9600,Apartment,APARTMENT,239000,2,100,,,Good,0,1,0,,0,,0,0
7737,Huy,HUY,50.5225325,5.2427758,20328442,4500,Apartment,APARTMENT,229000,2,69,,,Good,0,0,0,,1,10,0,0
7738,Bruxelles,GANSHOREN,50.8720187,4.3199131,20298152,1083,Apartment,APARTMENT,244500,2,82,,2,Good,0,1,0,,1,2,0,0
7739,Bruxelles,Evere,50.8691121,4.3981183,20316856,1140,Duplex,APARTMENT,285000,2,80,,3,Just renovated,0,0,0,,0,,0,0
7740,Verviers,Jalhay,50.5566263,5.9373817,20313695,4845,Apartment,APARTMENT,295000,2,110,,3,As new,0,1,1,55,1,21,0,0
7741,Bruxelles,Ixelles,50.8076888,4.3884073,20328363,1050,Apartment,APARTMENT,375000,2,85,,2,Good,0,1,0,,1,2,0,0
7742,Liège,Liège,50.5969031,5.5904983,20184563,4031,Apartment,APARTMENT,384500,2,110,,,As new,0,1,0,,1,11,0,0
7743,Bruxelles,Bruxelles,50.8499632,4.3405415,20313864,1000,Apartment,APARTMENT,395000,2,95,,2,Good,0,1,0,,1,8,0,0
7744,Bruxelles,Sint-Pieters-Woluwe,50.8338217,4.4424627,20325711,1150,Apartment,APARTMENT,395000,3,110,,2,As new,0,0,0,,1,4,0,0
7745,Bruges,Knokke-Heist,51.34907270000001,3.2860677,20314559,8300,Apartment,APARTMENT,399000,1,48,,,Good,0,1,0,,0,,0,1
7746,Bruxelles,Evere,50.8659475,4.4029827,20345872,1140,Apartment,APARTMENT,349000,2,74,,2,As new,0,1,0,,0,,1,0
7747,Bruges,Blankenberge,51.3170785,3.1321759,20346084,8370,Apartment,APARTMENT,385000,2,79,,2,Good,0,1,0,,1,10,1,0
7748,Malines,Lier,51.1320576,4.5523109,20363806,2500,Apartment,APARTMENT,255000,2,100,,2,Good,0,0,0,,1,7,0,0
7749,Hal-Vilvorde,Halle,50.72862610000001,4.243780699999999,20361653,1500,Duplex,APARTMENT,270000,2,133,,2,,0,0,0,,1,2,0,0
7750,Hal-Vilvorde,Halle,50.72862610000001,4.243780699999999,20361662,1500,Duplex,APARTMENT,289000,3,138,,2,,0,0,0,,1,4,0,0
7751,Gand,DEINZE,,,20363749,9800,Apartment,APARTMENT,335000,2,82,,2,As new,0,1,0,,0,,0,0
7752,Saint-Nicolas,Sint-Pauwels,51.1908701,4.1033412,20364403,9170,Apartment,APARTMENT,349000,2,195,,,As new,0,0,0,,0,,0,0
7753,Anvers,Antwerpen,51.197831,4.394290799999999,20362910,2018,Apartment,APARTMENT,350000,2,95,,,Good,0,0,0,,1,16,0,0
7754,Bruxelles,Auderghem,50.8172605,4.419345799999999,20363260,1160,Apartment,APARTMENT,395000,4,188,,2,Good,0,1,0,,1,12,0,0
7755,Gand,Gent,51.04027920000001,3.7364472,20321873,9000,Apartment,APARTMENT,299000,2,91,,,Good,0,0,0,,0,,0,0
7756,Bruxelles,Molenbeek-Saint-Jean,50.8499045,4.3178452,20354733,1080,Apartment,APARTMENT,210000,2,75,,2,As new,0,0,0,,0,,0,0
